파사마,82,143
마나사,83,167
자파바,73,179
바자카,44,164
다자하,69,192
아카마,94,165
아마바,42,169
나다아,73,172
카가다,97,170
파차파,59,143
가하파,75,143
하하아,74,195
다자라,75,168
바타다,97,151
나나가,57,184
타자다,84,141
아타라,89,153
하파나,57,156
사차파,88,188
하카마,65,166
차카하,83,140
자타파,79,184
가가자,96,154
가차가,83,164
자가사,88,172
사타사,60,156
라나파,96,156
마나아,47,161
사가바,65,175
하사다,73,160
라라타,51,192
자차라,73,158
사하차,63,160
사아카,45,176
사사바,87,172
마자라,78,150
아마자,86,187
타나자,81,161
사자바,61,147
가하사,66,148
가사나,41,180
사라자,62,192
라마하,85,145
사바아,45,153
가카카,99,146
자차카,99,179
카하자,75,189
자파라,60,152
카파아,41,183
라카바,81,155
차바카,56,151
바하파,56,146
타차하,95,147
차자카,61,180
다사자,85,151
차자파,59,166
라나카,77,178
자다아,42,194
아마라,55,153
가나타,51,156
사마자,89,171
카파카,93,191
타카타,97,163
가차차,43,164
바나카,56,159
마사하,63,187
아바파,42,175
사자마,46,184
타카아,69,148
타나하,96,199
마가라,45,144
사가차,71,157
차라다,81,177
사카자,73,181
라자다,98,184
가라가,98,181
아마사,44,141
자타마,80,143
아가아,96,181
아차마,53,183
타라차,59,160
차자카,78,191
사사타,87,192
아마하,72,197
나타아,58,156
파타타,62,182
타파타,63,166
나마타,95,162
아나다,96,165
라사가,94,189
나라카,49,176
아타차,96,153
아타라,72,198
가하다,79,195
다사바,97,184
카자자,63,145
하나자,40,174
파라카,75,160
가마파,47,150
타아차,62,175
하다가,67,142
마나가,67,143
자타카,42,198
라카마,49,146
나가아,71,180
사타다,40,145
바마자,89,155
바다라,41,180
마나나,45,155
자사차,99,199
파라라,59,168
하파사,45,150
다라카,54,182
하가하,62,190
타사카,81,149
바바자,66,175
타나사,50,198
나바가,65,164
다자자,50,187
차카사,74,154
바라나,54,141
다라카,66,148
마자가,83,165
사사차,91,165
아가나,61,171
카다아,86,183
사라나,65,192
자나다,69,184
마나가,74,149
사카라,55,196
다라하,78,167
타마차,73,184
카사하,54,150
라가하,60,176
파다차,61,194
자파타,89,156
자아바,46,169
타카파,86,179
마카파,97,169
바자사,90,162
아다가,63,199
다하가,62,165
사가차,88,152
가타자,61,142
나카마,86,155
다라파,44,193
바하차,78,179
아바카,69,148
가카다,45,156
차카자,79,176
마나마,75,175
사타타,73,145
하바가,70,185
하마가,94,154
타라카,88,173
파타카,48,199
파아나,81,174
타차가,96,193
하사마,98,198
마라나,49,145
나사타,66,189
파파자,63,168
라카카,41,156
타파나,65,158
가가타,91,157
카파차,80,166
나나마,92,171
하사바,43,175
아사하,41,185
아바사,96,176
사카아,78,173
자라카,65,199
타나차,62,158
차차마,71,181
타하사,64,182
바카차,73,155
타다파,55,146
하자파,51,156
마가타,41,184
아나자,65,151
나타나,45,197
하나아,54,188
하라다,46,160
가바나,73,171
가차차,53,195
차다자,74,168
다사나,91,181
다아나,68,143
나아타,82,146
타타마,77,196
나카다,46,141
자타라,90,193
가파아,62,196
마타하,43,166
아가차,92,184
하가다,92,191
하바사,90,153
자나차,73,173
차바파,74,165
가하사,62,165
가라파,90,149
가나가,64,153
자사차,90,195
바바파,46,159
마자파,57,183
마파파,54,194
바마다,98,149
가아파,91,149
사타파,85,187
바차아,99,154
자마나,57,154
타차자,95,147
다사나,51,163
파자카,66,185
차차마,71,168
가하마,96,195
아차카,98,194
파자하,67,168
차사파,88,167
바차차,85,157
타자파,79,160
바하가,67,174
타하마,84,170
라카자,84,169
사자마,60,159
카아타,66,172
파다바,69,140
바자나,72,187
카파하,55,159
마다라,85,143
다마바,57,188
가마가,99,179
자가다,96,178
마나자,80,146
하아자,44,181
파타자,85,182
아카가,84,175
마사사,61,147
가마마,68,154
사가카,87,198
바라자,73,188
아파다,97,164
